Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),,,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),Ozon-8h-Mittel 12-20h,,Wind-G mittel (m/s),Wind-G Max
1/1/2017 7:00,,,,,,,,,,1/14/2017,6.50625,16.3,24.9,43.2,50.3468085106383,68.6,1.89791666666667,1555,2.275,3.4,0.3,62.6,,1.36041666666667,3.1
1/1/2017 7:30,,,,,,,,,,1/15/2017,7.56041666666667,32.4,30.7708333333333,59.8,42.3723404255319,64.3,1.31458333333333,1396,1.505,3.1,-0.3,51.1,,0.841666666666666,1.8
1/1/2017 8:00,,,,,,,,,,1/16/2017,26.4212765957447,120.4,39.3255319148936,69.9,30.7276595744681,59.5,-1.50208333333333,3014,0,0.7,-4.1,47.4,#DIV/0!,0.8875,2.4
1/1/2017 8:30,,,,,,,,,,1/17/2017,14.8729166666667,84.5,25.6833333333333,71.5,49.6617021276596,75.5,-1.80625,3108,0,1.3,-5,63.9,#DIV/0!,1.19583333333333,2.1
1/1/2017 9:00,,,,,,,,,,1/18/2017,3.0125,19.3,12.6666666666667,23.6,60.7957446808511,66.2,-1.4625,2722,0,0.5,-2.9,63.8,#DIV/0!,1.35416666666667,2.3
1/1/2017 9:30,,,,,,,,,,1/19/2017,33.9553191489362,115.5,49.4808510638298,93,29.7702127659574,58.5,-2.59791666666667,2928,0,1.6,-6.2,59.6,#DIV/0!,0.922916666666667,1.9
1/1/2017 10:00,,,,,,,,,,1/20/2017,42.3208333333333,150.2,62.56875,89.6,15.063829787234,36.8,-2.30208333333333,2999,0,2.4,-6,19.8,#DIV/0!,0.533333333333333,1.8
1/1/2017 10:30,,,,,,,,,,1/21/2017,30.09375,112.1,58.3020833333333,93.4,16.1297872340426,46.1,-2.63541666666667,2997,0,1.1,-6.5,23.9,#DIV/0!,0.645833333333333,1.9
1/1/2017 11:00,,,,,,,,,,1/22/2017,43.1255319148936,153.4,64.4021276595745,98,11.2170212765957,25.4,-4.00833333333333,3140,0,-0.6,-7.3,28.3,#DIV/0!,0.61875,1.5
1/1/2017 11:30,,,,,,,,,,1/23/2017,89.9041666666667,157.5,74.6145833333333,90.6,6.65106382978724,12.9,-7.17708333333333,2283,0,-5,-10.3,9.4,#DIV/0!,0.683333333333333,1.5
1/1/2017 12:00,,,,,,,,,,1/24/2017,41.8229166666667,89.4,54.5625,81.3,18.7531914893617,53.5,-3.68958333333333,938,0.01,-2.3,-5.7,43.6,#DIV/0!,0.908333333333333,1.7
1/1/2017 12:30,,,,,,,,,,1/25/2017,2.28913043478261,16.3,20.0934782608696,38.6,55.2673913043478,66.9,-3.55208333333333,1305,0.005,-2,-5.5,64.2,#DIV/0!,1.48333333333333,2.8
1/1/2017 13:00,,,,,,,,,,1/26/2017,0.423809523809524,3,14.5357142857143,20.7,63,71.3,-0.210416666666666,2015,0,1.8,-2,66.4,#DIV/0!,2.58333333333333,3.4
1/1/2017 13:30,,,,,,,,,,1/27/2017,72.54375,183,65.0666666666667,92.8,17.1978723404255,62,-1.37916666666667,3167,0,2.6,-5,66.4,#DIV/0!,0.854166666666667,2.5
1/1/2017 14:00,,,,,,,,,,1/28/2017,62.563829787234,165.8,65.5553191489362,88.3,8.08297872340425,21.8,-1.21041666666667,2701,0,4.4,-4.8,14.2,#DIV/0!,0.552083333333333,1.7
1/1/2017 14:30,,,,,,,,,,1/29/2017,15.6666666666667,33.9,60.6854166666667,78.2,10.2765957446809,25.4,2.45625,2657,0,6.9,-1.5,17.1,#DIV/0!,1.14583333333333,1.7
1/1/2017 15:00,,,,,,,,,,1/30/2017,7.62083333333333,41.9,47.725,62.1,21.5723404255319,49.5,4.78958333333333,987,4.345,7.1,2.1,30.1,#DIV/0!,1.32708333333333,2.1
1/1/2017 15:30,,,,,,,,,,1/31/2017,18.1276595744681,81.3,34.9297872340426,73,30.6042553191489,55.8,4.65625,2564,0.925,6.3,3.3,36.8,#DIV/0!,1.08958333333333,2.8
1/1/2017 16:00,,,,,,,,,,2/1/2017,22.1916666666667,127.4,28.8333333333333,78.7,36.9914893617021,57.7,4.68541666666667,2285,0,7.3,1.7,51.0,#DIV/0!,1.18541666666667,2.5
1/1/2017 16:30,,,,,,,,,,2/2/2017,71.6333333333334,180.1,54.6145833333333,80.1,6.72340425531915,21.8,7.30208333333333,2617,0.13,12.2,3.5,23.2,#DIV/0!,0.966666666666667,2.2
1/1/2017 17:00,,,,,,,,,,2/3/2017,10.9255319148936,96.6,42.7468085106383,72.4,26.6808510638298,61.4,9.20625,1969,0.125,10.9,7.4,42.9,#DIV/0!,1.26666666666667,2.7
1/1/2017 17:30,,,,,,,,,,2/4/2017,0.714583333333334,6.1,16.0083333333333,30.4,62.4872340425532,77.9,7.22708333333333,2004,3.665,9,4.2,66.1,#DIV/0!,1.9625,4.4
1/1/2017 18:00,,,,,,,,,,2/5/2017,4.87916666666667,29.8,24.8854166666667,67.4,51.7340425531915,81,6.33958333333333,2379,0,8.9,3.2,69.3,#DIV/0!,1.07291666666667,3.6
1/1/2017 18:30,,,,,,,,,,2/6/2017,38.6085106382979,97,57.0744680851064,81.5,11.6021276595745,42.6,6.05625,3094,0,8.5,3.8,27.3,#DIV/0!,0.910416666666666,1.7
1/1/2017 19:00,,,,,,,,,,2/7/2017,15.5041666666667,121,29.2520833333333,60.9,26.1808510638298,60,5.88541666666667,3403,0,8.4,2.8,49.4,#DIV/0!,1.26041666666667,2.4
1/1/2017 19:30,,,,,,,,,,2/8/2017,6.04255319148936,34.6,24.5446808510638,35.2,31.0217391304348,57,5.1625,2999,0,7.8,2.5,49.2,#DIV/0!,1.525,3.1
1/1/2017 20:00,,,,,,,,,,2/9/2017,4.52340425531915,26.5,19.2446808510638,34.9,48.7191489361702,71.6,1.70416666666667,2838,0,3.3,0.1,55.8,#DIV/0!,1.20208333333333,3
1/1/2017 20:30,,,,,,,,,,2/10/2017,0.545833333333333,2.4,17.95,25.7,40.2872340425532,54.2,1.71875,2146,0,3.3,0.9,50.0,#DIV/0!,1.7875,2.8
1/1/2017 21:00,,,,,,,,,,2/11/2017,15.3208333333333,66,33.5666666666667,63.3,26.3212765957447,48,4.44583333333333,3537,0.165,8.5,0.3,30.0,#DIV/0!,1.52291666666667,3.6
1/1/2017 21:30,,,,,,,,,,2/12/2017,0.795744680851064,4.1,14.0574468085106,18.7,46.9063829787234,54.1,3.75833333333333,3747,0.84,6.5,2,50.4,#DIV/0!,1.79375,3.8
1/1/2017 22:00,,,,,,,,,,2/13/2017,5.23125,26.3,16.95,37,65.1340425531915,94.3,4.67916666666667,2793,0.005,9.1,1.8,82.3,#DIV/0!,1.075,3.5
1/1/2017 22:30,,,,,,,,,,2/14/2017,23.3458333333333,110,37.8270833333333,98.7,47.4106382978723,89.1,5.29791666666667,4545,0,9.5,1.4,89.0,#DIV/0!,1.24791666666667,3.5
1/1/2017 23:00,,,,,,,,,,2/15/2017,45.2829787234043,147,56.704255319149,76.3,8.9468085106383,27.4,4.25208333333333,4546,0,10.7,-0.7,17.0,#DIV/0!,0.627083333333333,1.2
1/1/2017 23:30,,,,,,,,,,2/16/2017,26.9104166666667,71.6,55.3395833333333,90.4,12.8446808510638,42.1,7.73125,4116,3.175,14.9,1.9,26.2,#DIV/0!,1.09375,2.5
1/2/2017 0:00,0,14.2,38.1,-1.1,8,0,351,0.3,,2/17/2017,27.125,108.6,48.5645833333333,72,25.1851063829787,65.1,8.27916666666666,2969,0.44,10.7,7,41.0,38.1,1.12708333333333,3.1
1/2/2017 0:30,0,15.5,36.4,-1,8,0,34,0.2,,2/18/2017,14.6148936170213,68.3,31.4489361702128,51.2,30.8808510638298,72.9,6.53333333333333,3518,0,9.4,2.9,58.2,37.3,0.677083333333334,2.3
1/2/2017 1:00,0,15.6,35.5,-0.9,8,0,27,0.3,,2/19/2017,8.41458333333333,44.3,33.81875,56.9,24.3893617021277,49.6,4.69375,4185,0.04,8.9,0.1,38.3,36.7,0.89375,1.7
1/2/2017 1:30,0,15.3,39,-0.8,8,0,51,0.5,,2/20/2017,3.52083333333333,20,30.1375,52.4,43.0808510638298,61.2,8.02708333333334,1818,6.775,9.5,6.4,54.8,37.3,1.35,1.9
1/2/2017 2:00,0,11.6,46.2,-0.6,8,0,27,0.5,,2/21/2017,13.3510638297872,37,28.3340425531915,49.5,30.8553191489362,55.6,10.3625,1479,5.395,12.5,8.3,53.2,39.0,1.20416666666667,2.3
1/2/2017 2:30,0,11.9,47.7,-0.4,8,0,26,0.2,,2/22/2017,4.44130434782609,25,15.1934782608696,36.1,49.2266666666667,62.8,10.38125,922,0.23,11.5,8.9,58.1,40.5,1.42083333333333,2
1/2/2017 3:00,0,13,46.3,-0.2,8,0,96,0.3,,2/23/2017,6.07083333333333,21.5,15.4,36.7,60.0702127659574,85.2,10.7875,3403,1.195,15.8,8,69.8,41.3,1.93541666666667,4.1
1/2/2017 3:30,0,15.8,,0,8,0,147,0.4,,2/24/2017,13.8978723404255,42.9,34.8659574468085,70.2,50.3297872340426,87.3,6.04791666666667,2349,0.625,9,1.8,82.9,41.3,1.70625,3.8
1/2/2017 4:00,0,12.1,47.1,0.2,8,0,165,0.8,,2/25/2017,4.00625,12.2,31.7770833333333,59.1,35.1446808510638,79.7,4.98541666666667,6002,0,10.5,0.3,62.6,42.0,1.1,1.7
1/2/2017 4:30,0,12.7,43.4,0.2,8,0,160,0.8,,2/26/2017,1.45208333333333,6.9,28.5958333333333,43.1,48.263829787234,90.5,8.42916666666667,4431,0,13.4,3.7,75.9,42.2,1.46875,2.3
1/2/2017 5:00,0,18.2,35.3,0.2,8,0,168,0.9,,2/27/2017,2.35744680851064,9.3,22.9340425531915,49.8,71.4234042553192,97.9,12.0645833333333,4299,1.91,15.8,8.4,87.8,41.5,1.89375,3.9
1/2/2017 5:30,0.9,24.4,27.8,0.2,8,0,176,0.9,,2/28/2017,2.13125,22.4,18.7354166666667,51.6,81.1276595744681,104.8,6.3625,3376,11.48,8.8,4.2,93.4,40.3,1.675,3
1/2/2017 6:00,1.3,24.5,26.9,0.3,8,0,164,1.1,,3/1/2017,2.425,10.5,20.4270833333333,44.2,68.5531914893617,92.3,6.56458333333333,2211,3.05,8.8,4.8,82.4,39.1,1.62291666666667,2.6
1/2/2017 6:30,2.1,27.1,24.7,0.3,8,0,162,1.2,,3/2/2017,7.22553191489362,24.5,22.931914893617,44.2,69.5574468085106,87.6,8.88333333333333,5199,0.215,11.4,4.8,78.6,38.0,2.02083333333333,4.7
1/2/2017 7:00,3,28.5,24.4,0.3,8,0.01,172,1.1,,3/3/2017,3.62708333333333,61.2,23.0375,89.1,59.8787234042553,76.1,8.93333333333333,4768,0,12.4,4.2,72.6,37.1,1.74583333333333,3.6
1/2/2017 7:30,5.7,30.8,21.2,0.4,8,0,173,1.2,,3/4/2017,28.9020833333333,77.3,44.6666666666667,71,33.7574468085106,99.3,9.15625,5510,0.805,16.8,3.2,71.9,36.0,1.16666666666667,3.2
1/2/2017 8:00,4.4,32.1,19.7,0.5,8,0.005,172,1,,3/5/2017,0.851063829787234,7.2,10.2851063829787,22,80.4170212765957,90.5,8.07083333333333,4016,3.935,10.8,5.5,86.9,34.8,1.65416666666667,2.5
1/2/2017 8:30,8.6,35.2,15.5,0.6,8,0,186,0.6,,3/6/2017,7.52291666666667,24,25.0166666666667,57.1,64.8531914893617,91.7,7.375,2949,0.575,10.2,5.5,83.6,33.4,1.44375,2.7
1/2/2017 9:00,16.9,39.2,11.6,0.7,10,0.03,186,0.7,,3/7/2017,15.1333333333333,46.5,36.9541666666667,67.2,43.3531914893617,65.3,7.03958333333333,4070,2.56,9.2,5.2,57.8,31.8,1.38333333333333,2.8
1/2/2017 9:30,9.5,38.3,9.7,0.5,13,0.46,174,0.5,,3/8/2017,4.22444444444444,27.7,30.3377777777778,55.7,42.6288888888889,84.5,6.46041666666667,3186,13.09,9.4,3.7,64.2,29.8,1.46458333333333,2.6
1/2/2017 10:00,19.6,41.2,8.4,0.4,16,0.36,187,0.3,,3/9/2017,10.625,29.2,31.4395833333333,58.2,31.2446808510638,70.2,11.46875,2452,15.885,14.9,9.2,53.2,27.3,1.03541666666667,3.2
1/2/2017 10:30,33.5,46.9,7.3,0.5,19,0.225,307,0.6,,3/10/2017,11.91875,40.1,30.9145833333333,58.4,55.7276595744681,78.1,8.13541666666667,8213,0,10.9,5.5,71.3,24.6,1.3375,2.4
1/2/2017 11:00,42.1,47.9,10.1,0.5,23,0.335,306,0.8,,3/11/2017,0.989361702127659,9.7,13.5425531914894,33.1,68.9765957446808,91.2,9.36041666666667,6912,0,14.5,4.4,84.4,22.2,1.81666666666667,4.3
1/2/2017 11:30,34.4,43.9,10.8,0.5,24,0.405,296,1,,3/12/2017,0.029166666666667,0.4,6.65833333333333,9.8,85.1,99.8,10.5833333333333,8239,0,15,7.2,95.3,21.5,2.85208333333333,4.4
1/2/2017 12:00,50.4,45.7,9.5,0.5,30,0.36,302,0.9,,3/13/2017,8.02291666666667,34.7,29.7729166666667,68.8,53.9702127659574,85.4,8.575,7828,0,12.9,5,90.4,19.1,1.58333333333333,4.4
1/2/2017 12:30,47.9,43.7,11.2,0.6,47,0.23,290,1,,3/14/2017,16.7574468085106,65.9,42.6,59.4,25.1191489361702,64.3,8.59166666666667,7050,0,14.9,2.9,49.0,17.1,0.852083333333333,1.7
1/2/2017 13:00,51.8,47.7,9.8,0.6,35,0.23,289,1.2,,3/15/2017,15.56875,56.2,41.9020833333333,59.7,20.0148936170213,60.3,9.30416666666667,5891,0,14.8,4.6,42.8,15.5,0.85625,2
1/2/2017 13:30,51.6,49.1,7.7,0.6,21,0.2,290,1.1,,3/16/2017,24.4333333333333,131.8,39.6416666666667,61.7,28.0489361702128,68.9,10.6104166666667,8315,0,18.2,3.9,52.6,14.3,0.666666666666667,1.4
1/2/2017 14:00,27.6,43.2,7.1,0.7,23,0.025,179,0.6,,3/17/2017,12.6340425531915,41.4,32.8404255319149,52.2,44.5191489361702,71.9,11.4375,6073,0,15.9,6.7,60.2,13.0,1.76458333333333,4.8
1/2/2017 14:30,48.1,49.5,6.3,0.9,24,0.005,281,0.5,,3/18/2017,2.26875,10.3,12.8708333333333,21.7,57.7382978723404,72.7,9.45,1314,23.395,10.9,7.2,67.4,11.9,1.2125,2.3
1/2/2017 15:00,51.6,48.1,7.3,0.9,31,0,307,0.8,,3/19/2017,1.98541666666667,9.2,10.0916666666667,18.5,48.0148936170213,59.6,12.0041666666667,1792,1.75,13.4,10.2,51.0,10.8,1.08125,1.7
1/2/2017 15:30,25.2,37.8,10.3,1,57,0,321,0.8,,3/20/2017,6.8595744680851,21.4,21.6659574468085,50.4,62.1255319148936,78.4,12.5229166666667,4246,0,14.2,10.8,68.7,10.1,1.08125,2.4
1/2/2017 16:00,31.2,42.1,7.3,1.1,31,0,307,0.3,,3/21/2017,6.93958333333333,34.8,20.94375,59.8,66.6021276595745,86.9,9.86458333333333,2354,7.365,11.9,6.1,74.4,9.4,1.1125,2.6
1/2/2017 16:30,30.1,44,3.9,1.1,17,0,163,0.6,,3/22/2017,5.70434782608696,51.8,17.5826086956522,60.4,58.7444444444445,82.6,7.32291666666667,3763,0.965,9.2,5.2,78.9,8.6,1.23333333333333,2.1
1/2/2017 17:00,24.3,43.9,3.3,1,10,0,165,0.8,,3/23/2017,5.62978723404255,53.2,13.468085106383,38.9,45.8489361702128,70.8,11.3604166666667,9162,0,16.1,7.1,64.5,8.1,1.43125,2.9
1/2/2017 17:30,30.3,46.6,2.9,1,8,0,160,0.8,,3/24/2017,5.875,22.5,16.4875,41.1,53.0829787234042,69.1,10.3791666666667,4555,0,13.3,8.9,61.2,7.7,1.13125,2
1/2/2017 18:00,21.9,43.9,3.3,1.1,8,0,159,0.8,,3/25/2017,2.74791666666667,12.2,16.1083333333333,36.6,72.9234042553192,110.2,11.34375,10244,0,17.6,4.1,101.6,7.4,1.55833333333333,2.8
1/2/2017 18:30,22,42.1,3.2,1,8,0,153,0.4,,3/26/2017,1.95531914893617,9.5,9.65957446808511,18.7,93.3893617021277,105.3,12.3125,10391,0,16.8,8.9,101.4,7.1,1.70625,3.4
1/2/2017 19:00,20.6,42.4,3.3,1,8,0,144,0.5,,3/27/2017,0.764583333333333,6.2,12.1604166666667,36.3,84.9638297872341,101.7,13.2854166666667,11207,0,19.5,7.2,100.1,6.7,1.83541666666667,2.9
1/2/2017 19:30,12.1,39.8,3.6,1,8,0,158,0.5,,3/28/2017,7.72083333333334,34.8,33.3145833333333,65.2,60.9446808510638,117.6,14.43125,10552,0,22.1,5.9,96.2,6.3,0.852083333333333,1.7
1/2/2017 20:00,10,38.8,3.5,1,8,0,129,0.5,,3/29/2017,8.18936170212766,24.3,33.8255319148936,60.1,63.9914893617021,107.4,15.2229166666667,9267,0,20,9.3,89.9,5.9,1.2125,2.7
1/2/2017 20:30,20.8,40.8,3.1,1.1,8,0,167,0.7,,3/30/2017,2.82916666666667,22.3,14.825,51.1,78.295744680851,113.2,16.4375,10707,0,21.5,10.6,106.9,5.4,1.35,2.6
1/2/2017 21:00,15,40.5,3.1,1.1,8,0,172,0.8,,3/31/2017,4.03541666666667,23.3,27.7833333333333,47.1,72.9,119.9,17.5520833333333,8931,0,23.8,11.1,104.5,5.0,1.18958333333333,2.4
1/2/2017 21:30,13.8,40.8,3.3,1.1,8,0,171,0.8,,4/1/2017,7.13404255319149,24.9,28.5553191489362,48.2,65.7425531914894,105.3,14.9833333333333,8328,0,20.5,10.7,93.0,4.7,1.31666666666667,3
1/2/2017 22:00,14.2,39.7,3.1,1.1,8,0,167,0.7,,4/2/2017,4.06458333333333,15.1,20.43125,36,60.3787234042553,92.5,13.1958333333333,7575,1.62,18.1,10,83.3,4.4,1.01666666666667,2.6
1/2/2017 22:30,14.5,39.4,3.4,0.9,8,0,165,0.7,,4/3/2017,14.54375,73.1,28.54375,62.2,60.6297872340426,111.3,13.9645833333333,10616,0,19.8,8.2,98.4,4.2,1.26875,3
1/2/2017 23:00,15,38.6,3.2,0.7,8,0,167,0.8,,4/4/2017,16.6936170212766,92.8,26.3106382978723,62,59.8851063829787,104.4,11.9666666666667,10876,0,17.6,5.8,95.5,4.0,1.56041666666667,3.4
1/2/2017 23:30,13.1,37.2,3.3,0.5,8,0,157,0.6,,4/5/2017,14.0744680851064,51.1,30.5808510638298,66.7,61.5826086956522,94.5,11.6791666666667,10317,0,16.7,6.4,96.2,3.6,1.41666666666667,3
1/3/2017 0:00,8.5,37.1,3.4,0.5,8,0,156,0.8,,4/6/2017,15.7458333333333,44.9,32.0958333333333,57.4,58.6085106382979,83.6,9.08541666666667,7884,0,12.8,5.4,74.8,3.3,1.71041666666667,3
1/3/2017 0:30,6.6,35.5,4,0.7,8,0,163,0.9,,4/7/2017,16.1595744680851,75.3,33.2659574468085,55.4,40.5978723404255,81.3,9.5125,9507,0,14.2,4.3,69.9,3.3,1.05208333333333,2.6
1/3/2017 1:00,2.4,33.5,6.2,0.8,8,0,170,0.6,,4/8/2017,12.6291666666667,87.3,27.5583333333333,53.4,49.1148936170213,98.1,12.1979166666667,11305,0,18.6,6.1,85.8,3.5,0.825,2.1
1/3/2017 1:30,1,33.1,6,0.8,8,0,150,0.5,,4/9/2017,7.20833333333334,24.1,27.3166666666667,96.3,59.7617021276596,118.7,14.38125,12144,0,22.8,5.9,95.2,3.7,0.80625,1.5
1/3/2017 2:00,1.6,34.8,6.4,0.9,8,0,174,0.7,,4/10/2017,6.72765957446808,17.6,29.1851063829787,50.6,69.5021276595745,124,15.1145833333333,9617,0,24.6,8.6,98.2,3.9,1.6,4
1/3/2017 2:30,1.3,34,6.1,0.7,8,0,167,0.6,,4/11/2017,14.84375,58.2,30.925,70.2,54.4553191489362,86,10.30625,11864,0,15.1,5.4,77.5,4.1,1.37083333333333,2.8
1/3/2017 3:00,1.8,34.3,5.5,0.8,8,0,173,0.6,,4/12/2017,7.33125,29.7,25.7166666666667,47.3,66.231914893617,103.5,13.14375,9540,0,19.8,5.1,89.4,4.2,1.27916666666667,2.5
1/3/2017 3:30,1.3,33.5,6.1,0.8,8,0,169,0.7,,4/13/2017,11.8829787234043,41.9,30.7063829787234,61.9,60.9170212765958,97,13.375,6591,0,15.8,9.9,87.6,4.4,1.98541666666667,3.4
1/3/2017 4:00,0.7,33.7,6,0.7,8,0,174,0.9,,4/14/2017,3.8625,14.3,22.1541666666667,35.5,62.2468085106383,101.9,12.1333333333333,8340,0,15.9,7.9,90.9,4.5,1.01666666666667,2.2
1/3/2017 4:30,0.7,31.4,,0.5,8,0,166,0.9,,4/15/2017,3.45625,9.5,19.9520833333333,33.3,64.1468085106383,90.7,11.2875,4338,0.295,14.1,7.9,81.7,4.6,1.42291666666667,3.7
1/3/2017 5:00,2.5,32.3,7.7,0.3,8,0,181,1.2,,4/16/2017,2.68085106382979,9.3,16.5702127659575,25.3,67.1659574468085,96.7,9.38333333333333,4582,0.18,12.2,6.8,88.7,4.9,1.36875,3.7
1/3/2017 5:30,1.7,28.9,11.2,0.1,8,0,172,1.2,,4/17/2017,2.67916666666667,10.6,18.7208333333333,28.1,52.5957446808511,90.5,7.625,4450,8.315,9.9,5.9,73.5,5.4,1.32708333333333,3.7
1/3/2017 6:00,2.4,31.3,10.2,0.1,8,0,164,1.5,,4/18/2017,8.59166666666667,36.5,20.675,47.1,68.9489361702128,95.4,5.20208333333333,7675,2.815,8.8,2.5,80.3,5.9,1.52916666666667,3.5
1/3/2017 6:30,3.8,32.7,11.2,0.1,8,0,160,1.4,,4/19/2017,7.92127659574468,37.9,18.0340425531915,51.1,68.4021276595745,94.2,4.54375,6880,0,7.6,2.6,88.7,6.4,1.53333333333333,3.6
1/3/2017 7:00,5.2,32.7,13.7,0.1,8,0,160,1.3,,4/20/2017,10.154347826087,80.4,28.2304347826087,78.7,67.1,94.7,5.9375,13888,0,11.2,-0.7,92.2,7.1,1.17708333333333,2.6
1/3/2017 7:30,7.6,34.5,12.4,0.2,8,0,164,1.2,,4/21/2017,8.75,31.6,34.4375,60.2,53.9063829787234,92.9,9.89166666666667,12012,0,16.4,3.6,79.5,7.7,0.94375,2
1/3/2017 8:00,8.6,39,8.3,0.2,8,0,160,1.5,,4/22/2017,6.85957446808511,18.5,33.1468085106383,64.3,45.9106382978723,86.2,10.2520833333333,3813,0.1,12.9,7.6,74.5,8.1,1.40625,3.4
1/3/2017 8:30,4.1,36.3,11.2,0.2,9,0,159,1.7,,4/23/2017,4.28333333333333,12,17.60625,37.6,71.8808510638298,98.9,7.50625,9967,0,11.8,2.5,93.0,8.5,1.15625,2.5
1/3/2017 9:00,7.1,37,11.8,0.3,19,0,156,1.1,,4/24/2017,7.65416666666667,76.4,28.53125,64.9,61.4936170212766,100.7,10.36875,12785,0,17.8,1.4,93.0,8.9,0.583333333333333,1.2
1/3/2017 9:30,11,38.2,14,0.5,39,0,161,1.3,,4/25/2017,7.9531914893617,26.5,32.236170212766,67.3,52.6510638297872,76.4,8.66875,3512,0,12.1,5.7,68.8,9.5,1.11041666666667,3.1
1/3/2017 10:00,15.6,40.6,15.5,0.7,65,0,173,1.2,,4/26/2017,7.69375,33.9,22.63125,48.4,64.2723404255319,91.2,8.01875,5684,0.085,10.8,5.7,81.5,10.1,0.935416666666667,2.2
1/3/2017 10:30,13,38.8,18.6,0.8,72,0,169,1.3,,4/27/2017,8.60208333333333,47.1,25.4395833333333,49.9,59.2382978723404,87.3,8.67916666666667,8614,0.08,12.3,6.3,74.0,10.9,0.81875,2.2
1/3/2017 11:00,7.9,33,24.2,1,70,0,170,1.2,,4/28/2017,14.8042553191489,70.1,37.8106382978723,72.3,52.4808510638298,93.6,9.26666666666667,10395,0,13.1,3.6,83.5,12.1,1.45833333333333,2.7
1/3/2017 11:30,8.5,33.5,24.1,1,68,0,170,1.1,,4/29/2017,4.48333333333333,10.6,25.20625,51.7,65.8893617021277,97.4,11.1625,11469,0,15.6,7,89.6,13.3,1.0125,2.3
1/3/2017 12:00,10.7,35.4,21.9,1.1,71,0,172,1.1,,4/30/2017,0.020833333333333,0.3,6.50625,11.7,103.721276595745,123.2,14.46875,14433,0,19.4,8.2,120.6,14.4,2.76666666666667,3.9
1/3/2017 12:30,9.8,34.3,23.8,1.2,92,0,172,1.2,,5/1/2017,2.37659574468085,10.5,18.1106382978723,27.5,69.7914893617021,109,10.1770833333333,2772,9.655,14.5,8.8,118.2,15.0,1.18958333333333,4
